# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,SOMXDSHQKE,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
2.839706786855486165e+00, 0.000000000000000000e+00, -1.137372094993293337e-01, 1.000000000000000000e+00, 6.368198007681353801e-01
2.579447331776915764e+00, 0.000000000000000000e+00, -1.499556047542071890e-01, 1.000000000000000000e+00, 7.592144007174654874e-01
2.319714896098131085e+00, 0.000000000000000000e+00, -1.789841536155046264e-01, 1.000000000000000000e+00, 8.809514340386629394e-01
2.059722905142789884e+00, 0.000000000000000000e+00, -1.963846260047951431e-01, 1.000000000000000000e+00, 1.002326894541174962e+00
1.799458876635810833e+00, 0.000000000000000000e+00, -2.055960127316619479e-01, 1.000000000000000000e+00, 1.123633282579136639e+00
1.538564116894725053e+00, 0.000000000000000000e+00, -2.085082209357176364e-01, 1.000000000000000000e+00, 1.245162432916468109e+00
1.276556022941354840e+00, 0.000000000000000000e+00, -2.059870477403524802e-01, 1.000000000000000000e+00, 1.367208328924608196e+00
1.012907260097267059e+00, 0.000000000000000000e+00, -1.979419243861835209e-01, 1.000000000000000000e+00, 1.490069960957262296e+00
7.471035585307969074e-01, 0.000000000000000000e+00, -1.837858979609917065e-01, 1.000000000000000000e+00, 1.614054288311943308e+00
4.788293757033246223e-01, 0.000000000000000000e+00, -1.607450128561498381e-01, 1.000000000000000000e+00, 1.739479367887511785e+00
2.086963989010661158e-01, 0.000000000000000000e+00, -1.212895440977865558e-01, 1.000000000000000000e+00, 1.866677718683701803e+00
0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00
2.273659338162605792e-01, 0.000000000000000000e+00, 1.249756684113323690e-01, 1.000000000000000000e+00, 2.133322281316297975e+00
4.965307270582173249e-01, 0.000000000000000000e+00, 1.622438241545288984e-01, 1.000000000000000000e+00, 2.260520632112488215e+00
7.636181864503811534e-01, 0.000000000000000000e+00, 1.844299418030023729e-01, 1.000000000000000000e+00, 2.385945711688056914e+00
1.028225680773054096e+00, 0.000000000000000000e+00, 1.977195541953342961e-01, 1.000000000000000000e+00, 2.509930039042737704e+00
1.290654007214257826e+00, 0.000000000000000000e+00, 2.054316262387952952e-01, 1.000000000000000000e+00, 2.632791671075391804e+00
1.551432528955161594e+00, 0.000000000000000000e+00, 2.089514331114651624e-01, 1.000000000000000000e+00, 2.754837567083531891e+00
1.811128891663951412e+00, 0.000000000000000000e+00, 2.088193641557860580e-01, 1.000000000000000000e+00, 2.876366717420863139e+00
2.070319218541820216e+00, 0.000000000000000000e+00, 2.047840640533122314e-01, 1.000000000000000000e+00, 2.997673105458825038e+00
2.329582602088312804e+00, 0.000000000000000000e+00, 1.974058190418310765e-01, 1.000000000000000000e+00, 3.119048565961336728e+00
2.589465719945737820e+00, 0.000000000000000000e+00, 1.857999483440684330e-01, 1.000000000000000000e+00, 3.240785599282534513e+00
2.850487908770058976e+00, 0.000000000000000000e+00, 1.693101684055401956e-01, 1.000000000000000000e+00, 3.363180199231864620e+00
3.113079180165320370e+00, 0.000000000000000000e+00, 1.463384429258442754e-01, 1.000000000000000000e+00, 3.486534752934444370e+00
3.377620960900379554e+00, 0.000000000000000000e+00, 1.156904213330249842e-01, 1.000000000000000000e+00, 3.611161073573197378e+00
3.644570324663794825e+00, 0.000000000000000000e+00, 7.714406472566333328e-02, 1.000000000000000000e+00, 3.737383631672802409e+00
3.914487841463945017e+00, 0.000000000000000000e+00, 3.085270138996376588e-02, 1.000000000000000000e+00, 3.865543057838029206e+00
4.186912459913730622e+00, 0.000000000000000000e+00, -3.831024826889082441e-02, 1.000000000000000000e+00, 4.000000000000000000e+00
4.646228783196917789e+00, -2.955757770860122147e+00, -3.266935092390022000e-02, 1.199999999999999956e+00, 0.000000000000000000e+00
4.410395272297705560e+00, -2.955757770860121703e+00, -5.301584014872002745e-03, 1.199999999999999956e+00, 1.344569421619705718e-01
4.175927947217053848e+00, -2.955757770860122147e+00, -4.623462462690937705e-03, 1.199999999999999956e+00, 2.626163683271979243e-01
3.945973436773734910e+00, -2.955757770860121703e+00, -2.705452313387400956e-02, 1.199999999999999956e+00, 3.888389264268026779e-01
3.720457586408734585e+00, -2.955757770860122147e+00, -6.171921282168411904e-02, 1.199999999999999956e+00, 5.134652470655552969e-01
3.497389063054764158e+00, -2.955757770860122147e+00, -9.699025660598589726e-02, 1.199999999999999956e+00, 6.368198007681353801e-01
3.275450864963544539e+00, -2.955757770860122147e+00, -1.278757642168292796e-01, 1.199999999999999956e+00, 7.592144007174654874e-01
3.053962086609689042e+00, -2.955757770860122591e+00, -1.526300765069795173e-01, 1.199999999999999956e+00, 8.809514340386629394e-01
2.832251970551246778e+00, -2.955757770860122147e+00, -1.674684595614943927e-01, 1.199999999999999956e+00, 1.002326894541174962e+00
2.610309872434724898e+00, -2.955757770860122147e+00, -1.753235385305370875e-01, 1.199999999999999956e+00, 1.123633282579136639e+00
2.387829913537947046e+00, -2.955757770860121703e+00, -1.778069458714133799e-01, 1.199999999999999956e+00, 1.245162432916468109e+00
2.164400550559489211e+00, -2.955757770860122147e+00, -1.756569965606907258e-01, 1.199999999999999956e+00, 1.367208328924608196e+00
1.939572094905760435e+00, -2.955757770860122147e+00, -1.687964574109918070e-01, 1.199999999999999956e+00, 1.490069960957262296e+00
1.712905999129031631e+00, -2.955757770860122147e+00, -1.567247999336860431e-01, 1.199999999999999956e+00, 1.614054288311943308e+00
1.484133181967985271e+00, -2.955757770860122147e+00, -1.370765127233265490e-01, 1.199999999999999956e+00, 1.739479367887511785e+00
1.253775264333788275e+00, -2.955757770860121703e+00, -1.034305664562372440e-01, 1.199999999999999956e+00, 1.866677718683701803e+00
1.075807848294106472e+00, -2.955757770860122147e+00, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.000000000000000000e+00
1.269695849954888711e+00, -2.955757770860121703e+00, 1.065739365514432463e-01, 1.199999999999999956e+00, 2.133322281316297975e+00
1.499228141812185333e+00, -2.955757770860122147e+00, 1.383546352750724129e-01, 1.199999999999999956e+00, 2.260520632112488215e+00
1.726988971682374530e+00, -2.955757770860122147e+00, 1.572740131399629759e-01, 1.199999999999999956e+00, 2.385945711688056914e+00
1.952634992779580303e+00, -2.955757770860122147e+00, 1.686068295665341388e-01, 1.199999999999999956e+00, 2.509930039042737704e+00
2.176422712157044526e+00, -2.955757770860122147e+00, 1.751833567184820917e-01, 1.199999999999999956e+00, 2.632791671075391804e+00
2.398803548229246019e+00, -2.955757770860122147e+00, 1.781848983712670254e-01, 1.199999999999999956e+00, 2.754837567083531891e+00
2.620261565087969924e+00, -2.955757770860122147e+00, 1.780722755809120705e-01, 1.199999999999999956e+00, 2.876366717420863139e+00
2.841288056104721349e+00, -2.955757770860122147e+00, 1.746311432184778911e-01, 1.199999999999999956e+00, 2.997673105458825038e+00
3.062376846742394854e+00, -2.955757770860122147e+00, 1.683392895664009847e-01, 1.199999999999999956e+00, 3.119048565961336728e+00
3.283994120451786625e+00, -2.955757770860122147e+00, 1.584422964709397419e-01, 1.199999999999999956e+00, 3.240785599282534513e+00
3.506582745452968108e+00, -2.955757770860122147e+00, 1.443805132194038721e-01, 1.199999999999999956e+00, 3.363180199231864620e+00
3.730509417359479940e+00, -2.955757770860122147e+00, 1.247912023969759143e-01, 1.199999999999999956e+00, 3.486534752934444370e+00
3.956099400703049440e+00, -2.955757770860122147e+00, 9.865587261494122850e-02, 1.199999999999999956e+00, 3.611161073573197378e+00
4.183742468492320121e+00, -2.955757770860121703e+00, 6.578517853838317109e-02, 1.199999999999999956e+00, 3.737383631672802409e+00
4.413916650997223634e+00, -2.955757770860122147e+00, 2.630987201086631630e-02, 1.199999999999999956e+00, 3.865543057838029206e+00
4.646228783196917789e+00, -2.955757770860122147e+00, -3.266935092390022000e-02, 1.199999999999999956e+00, 4.000000000000000000e+00
5.105545106480105844e+00, -5.911515541720244293e+00, -2.702845357890962252e-02, 1.399999999999999911e+00, 0.000000000000000000e+00
4.910432105412569470e+00, -5.911515541720243405e+00, -4.386178892088932364e-03, 1.399999999999999911e+00, 1.344569421619705718e-01
4.716449395854747095e+00, -5.911515541720244293e+00, -3.825146108282528531e-03, 1.399999999999999911e+00, 2.626163683271979243e-01
4.526200289735191618e+00, -5.911515541720243405e+00, -2.238311756872061672e-02, 1.399999999999999911e+00, 3.888389264268026779e-01
4.339623436491391040e+00, -5.911515541720244293e+00, -5.106238206457081735e-02, 1.399999999999999911e+00, 5.134652470655552969e-01
4.155071339254041263e+00, -5.911515541720244293e+00, -8.024330371264246087e-02, 1.399999999999999911e+00, 6.368198007681353801e-01
3.971454398150174203e+00, -5.911515541720244293e+00, -1.057959236794513841e-01, 1.399999999999999911e+00, 7.592144007174654874e-01
3.788209277121246998e+00, -5.911515541720245182e+00, -1.262759993984543805e-01, 1.399999999999999911e+00, 8.809514340386629394e-01
3.604781035959702784e+00, -5.911515541720244293e+00, -1.385522931181936701e-01, 1.399999999999999911e+00, 1.002326894541174962e+00
3.421160868233638741e+00, -5.911515541720244293e+00, -1.450510643294122270e-01, 1.399999999999999911e+00, 1.123633282579136639e+00
3.237095710181169039e+00, -5.911515541720243405e+00, -1.471056708071091235e-01, 1.399999999999999911e+00, 1.245162432916468109e+00
3.052245078177623139e+00, -5.911515541720244293e+00, -1.453269453810289991e-01, 1.399999999999999911e+00, 1.367208328924608196e+00
2.866236929714253812e+00, -5.911515541720244293e+00, -1.396509904358000931e-01, 1.399999999999999911e+00, 1.490069960957262296e+00
2.678708439727266466e+00, -5.911515541720244293e+00, -1.296637019063803797e-01, 1.399999999999999911e+00, 1.614054288311943308e+00
2.489436988232645920e+00, -5.911515541720244293e+00, -1.134080125905032599e-01, 1.399999999999999911e+00, 1.739479367887511785e+00
2.298854129766510379e+00, -5.911515541720243405e+00, -8.557158881468793221e-02, 1.399999999999999911e+00, 1.866677718683701803e+00
2.151615696588212945e+00, -5.911515541720244293e+00, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00
2.312025766093516843e+00, -5.911515541720243405e+00, 8.817220469155412355e-02, 1.399999999999999911e+00, 2.133322281316297975e+00
2.501925556566153563e+00, -5.911515541720244293e+00, 1.144654463956159135e-01, 1.399999999999999911e+00, 2.260520632112488215e+00
2.690359756914367573e+00, -5.911515541720244293e+00, 1.301180844769236067e-01, 1.399999999999999911e+00, 2.385945711688056914e+00
2.877044304786106288e+00, -5.911515541720244293e+00, 1.394941049377339815e-01, 1.399999999999999911e+00, 2.509930039042737704e+00
3.062191417099831448e+00, -5.911515541720244293e+00, 1.449350871981688882e-01, 1.399999999999999911e+00, 2.632791671075391804e+00
3.246174567503330000e+00, -5.911515541720244293e+00, 1.474183636310689161e-01, 1.399999999999999911e+00, 2.754837567083531891e+00
3.429394238511988213e+00, -5.911515541720244293e+00, 1.473251870060380830e-01, 1.399999999999999911e+00, 2.876366717420863139e+00
3.612256893667622037e+00, -5.911515541720244293e+00, 1.444782223836435786e-01, 1.399999999999999911e+00, 2.997673105458825038e+00
3.795171091396476903e+00, -5.911515541720244293e+00, 1.392727600909708929e-01, 1.399999999999999911e+00, 3.119048565961336728e+00
3.978522520957835873e+00, -5.911515541720244293e+00, 1.310846445978110508e-01, 1.399999999999999911e+00, 3.240785599282534513e+00
4.162677582135877685e+00, -5.911515541720244293e+00, 1.194508580332676040e-01, 1.399999999999999911e+00, 3.363180199231864620e+00
4.347939654553639066e+00, -5.911515541720244293e+00, 1.032439618681075255e-01, 1.399999999999999911e+00, 3.486534752934444370e+00
4.534577840505718882e+00, -5.911515541720244293e+00, 8.162132389685747280e-02, 1.399999999999999911e+00, 3.611161073573197378e+00
4.722914612320845862e+00, -5.911515541720243405e+00, 5.442629235110302971e-02, 1.399999999999999911e+00, 3.737383631672802409e+00
4.913345460530502251e+00, -5.911515541720244293e+00, 2.176704263176886672e-02, 1.399999999999999911e+00, 3.865543057838029206e+00
5.105545106480105844e+00, -5.911515541720244293e+00, -2.702845357890962252e-02, 1.399999999999999911e+00, 4.000000000000000000e+00
5.564861429763293899e+00, -8.867273312580369549e+00, -2.138755623391901811e-02, 1.600000000000000089e+00, 0.000000000000000000e+00
5.410468938527433380e+00, -8.867273312580367772e+00, -3.470773769305861550e-03, 1.600000000000000089e+00, 1.344569421619705718e-01
5.256970844492441230e+00, -8.867273312580369549e+00, -3.026829753874118924e-03, 1.600000000000000089e+00, 2.626163683271979243e-01
5.106427142696647437e+00, -8.867273312580367772e+00, -1.771171200356721695e-02, 1.600000000000000089e+00, 3.888389264268026779e-01
4.958789286574047495e+00, -8.867273312580369549e+00, -4.040555130745750179e-02, 1.600000000000000089e+00, 5.134652470655552969e-01
4.812753615453320144e+00, -8.867273312580369549e+00, -6.349635081929899671e-02, 1.600000000000000089e+00, 6.368198007681353801e-01
4.667457931336803867e+00, -8.867273312580369549e+00, -8.371608314207346080e-02, 1.600000000000000089e+00, 7.592144007174654874e-01
4.522456467632806287e+00, -8.867273312580371325e+00, -9.992192228992921588e-02, 1.600000000000000089e+00, 8.809514340386629394e-01
4.377310101368160566e+00, -8.867273312580369549e+00, -1.096361266748928920e-01, 1.600000000000000089e+00, 1.002326894541174962e+00
4.232011864032553916e+00, -8.867273312580369549e+00, -1.147785901282873389e-01, 1.600000000000000089e+00, 1.123633282579136639e+00
4.086361506824392364e+00, -8.867273312580367772e+00, -1.164043957428048254e-01, 1.600000000000000089e+00, 1.245162432916468109e+00
3.940089605795757510e+00, -8.867273312580369549e+00, -1.149968942013672168e-01, 1.600000000000000089e+00, 1.367208328924608196e+00
3.792901764522748298e+00, -8.867273312580369549e+00, -1.105055234606083514e-01, 1.600000000000000089e+00, 1.490069960957262296e+00
3.644510880325501745e+00, -8.867273312580369549e+00, -1.026026038790746886e-01, 1.600000000000000089e+00, 1.614054288311943308e+00
3.494740794497307679e+00, -8.867273312580369549e+00, -8.973951245767994300e-02, 1.600000000000000089e+00, 1.739479367887511785e+00
3.343932995199233815e+00, -8.867273312580367772e+00, -6.771261117313859268e-02, 1.600000000000000089e+00, 1.866677718683701803e+00
3.227423544882320972e+00, -8.867273312580369549e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
3.354355682232145419e+00, -8.867273312580367772e+00, 6.977047283166497305e-02, 1.600000000000000089e+00, 2.133322281316297975e+00
3.504622971320122460e+00, -8.867273312580369549e+00, 9.057625751615940024e-02, 1.600000000000000089e+00, 2.260520632112488215e+00
3.653730542146362392e+00, -8.867273312580369549e+00, 1.029621558138842097e-01, 1.600000000000000089e+00, 2.385945711688056914e+00
3.801453616792633383e+00, -8.867273312580369549e+00, 1.103813803089337964e-01, 1.600000000000000089e+00, 2.509930039042737704e+00
3.947960122042618814e+00, -8.867273312580369549e+00, 1.146868176778556569e-01, 1.600000000000000089e+00, 2.632791671075391804e+00
4.093545586777414869e+00, -8.867273312580369549e+00, 1.166518288908707374e-01, 1.600000000000000089e+00, 2.754837567083531891e+00
4.238526911936007835e+00, -8.867273312580369549e+00, 1.165780984311640539e-01, 1.600000000000000089e+00, 2.876366717420863139e+00
4.383225731230523614e+00, -8.867273312580369549e+00, 1.143253015488091828e-01, 1.600000000000000089e+00, 2.997673105458825038e+00
4.527965336050558953e+00, -8.867273312580369549e+00, 1.102062306155407595e-01, 1.600000000000000089e+00, 3.119048565961336728e+00
4.673050921463884677e+00, -8.867273312580369549e+00, 1.037269927246823042e-01, 1.600000000000000089e+00, 3.240785599282534513e+00
4.818772418818786818e+00, -8.867273312580369549e+00, 9.452120284713128040e-02, 1.600000000000000089e+00, 3.363180199231864620e+00
4.965369891747799080e+00, -8.867273312580369549e+00, 8.169672133923913671e-02, 1.600000000000000089e+00, 3.486534752934444370e+00
5.113056280308390100e+00, -8.867273312580369549e+00, 6.458677517877370322e-02, 1.600000000000000089e+00, 3.611161073573197378e+00
5.262086756149372491e+00, -8.867273312580367772e+00, 4.306740616382286058e-02, 1.600000000000000089e+00, 3.737383631672802409e+00
5.412774270063781756e+00, -8.867273312580369549e+00, 1.722421325267141368e-02, 1.600000000000000089e+00, 3.865543057838029206e+00
5.564861429763293899e+00, -8.867273312580369549e+00, -2.138755623391901811e-02, 1.600000000000000089e+00, 4.000000000000000000e+00
6.024177753046481065e+00, -1.182303108344049036e+01, -1.574665888892841370e-02, 1.800000000000000044e+00, 0.000000000000000000e+00
5.910505771642298178e+00, -1.182303108344049036e+01, -2.555368646522791169e-03, 1.800000000000000044e+00, 1.344569421619705718e-01
5.797492293130135366e+00, -1.182303108344049036e+01, -2.228513399465709751e-03, 1.800000000000000044e+00, 2.626163683271979243e-01
5.686653995658103256e+00, -1.182303108344049036e+01, -1.304030643841382411e-02, 1.800000000000000044e+00, 3.888389264268026779e-01
5.577955136656703949e+00, -1.182303108344049036e+01, -2.974872055034419663e-02, 1.800000000000000044e+00, 5.134652470655552969e-01
5.470435891652598137e+00, -1.182303108344049036e+01, -4.674939792595556032e-02, 1.800000000000000044e+00, 6.368198007681353801e-01
5.363461464523433087e+00, -1.182303108344049036e+01, -6.163624260469555832e-02, 1.800000000000000044e+00, 7.592144007174654874e-01
5.256703658144363800e+00, -1.182303108344049392e+01, -7.356784518140409290e-02, 1.800000000000000044e+00, 8.809514340386629394e-01
5.149839166776616572e+00, -1.182303108344049214e+01, -8.071996023159214162e-02, 1.800000000000000044e+00, 1.002326894541174962e+00
5.042862859831466871e+00, -1.182303108344049036e+01, -8.450611592716249232e-02, 1.800000000000000044e+00, 1.123633282579136639e+00
4.935627303467613913e+00, -1.182303108344049036e+01, -8.570312067850055504e-02, 1.800000000000000044e+00, 1.245162432916468109e+00
4.827934133413891438e+00, -1.182303108344049214e+01, -8.466684302170547627e-02, 1.800000000000000044e+00, 1.367208328924608196e+00
4.719566599331241896e+00, -1.182303108344049214e+01, -8.136005648541663748e-02, 1.800000000000000044e+00, 1.490069960957262296e+00
4.610313320923736136e+00, -1.182303108344049214e+01, -7.554150585176902521e-02, 1.800000000000000044e+00, 1.614054288311943308e+00
4.500044600761968105e+00, -1.182303108344049036e+01, -6.607101232485665387e-02, 1.800000000000000044e+00, 1.739479367887511785e+00
4.389011860631955919e+00, -1.182303108344049036e+01, -4.985363353158928090e-02, 1.800000000000000044e+00, 1.866677718683701803e+00
4.303231393176427666e+00, -1.182303108344049036e+01, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
4.396685598370773995e+00, -1.182303108344049036e+01, 5.136874097177585030e-02, 1.800000000000000044e+00, 2.133322281316297975e+00
4.507320386074090024e+00, -1.182303108344049036e+01, 6.668706863670290086e-02, 1.800000000000000044e+00, 2.260520632112488215e+00
4.617101327378355435e+00, -1.182303108344049036e+01, 7.580622715084484042e-02, 1.800000000000000044e+00, 2.385945711688056914e+00
4.725862928799159590e+00, -1.182303108344049036e+01, 8.126865568013363905e-02, 1.800000000000000044e+00, 2.509930039042737704e+00
4.833728826985405291e+00, -1.182303108344049036e+01, 8.443854815754245347e-02, 1.800000000000000044e+00, 2.632791671075391804e+00
4.940916606051500182e+00, -1.182303108344049036e+01, 8.588529415067261419e-02, 1.800000000000000044e+00, 2.754837567083531891e+00
5.047659585360026568e+00, -1.182303108344049036e+01, 8.583100985629008028e-02, 1.800000000000000044e+00, 2.876366717420863139e+00
5.154194568793424303e+00, -1.182303108344049036e+01, 8.417238071397487031e-02, 1.800000000000000044e+00, 2.997673105458825038e+00
5.260759580704641003e+00, -1.182303108344049036e+01, 8.113970114011066770e-02, 1.800000000000000044e+00, 3.119048565961336728e+00
5.367579321969934369e+00, -1.182303108344049036e+01, 7.636934085155361318e-02, 1.800000000000000044e+00, 3.240785599282534513e+00
5.474867255501695951e+00, -1.182303108344049036e+01, 6.959154766099498457e-02, 1.800000000000000044e+00, 3.363180199231864620e+00
5.582800128941959095e+00, -1.182303108344049214e+01, 6.014948081037077565e-02, 1.800000000000000044e+00, 3.486534752934444370e+00
5.691534720111059542e+00, -1.182303108344049214e+01, 4.755222646068994752e-02, 1.800000000000000044e+00, 3.611161073573197378e+00
5.801258899977897343e+00, -1.182303108344049036e+01, 3.170851997654271226e-02, 1.800000000000000044e+00, 3.737383631672802409e+00
5.912203079597061262e+00, -1.182303108344049036e+01, 1.268138387357396410e-02, 1.800000000000000044e+00, 3.865543057838029206e+00
6.024177753046481065e+00, -1.182303108344049036e+01, -1.574665888892841370e-02, 1.800000000000000044e+00, 4.000000000000000000e+00
6.483494076329668232e+00, -1.477878885430061295e+01, -1.010576154393781449e-02, 2.000000000000000000e+00, 0.000000000000000000e+00
6.410542604757162088e+00, -1.477878885430061118e+01, -1.639963523739720788e-03, 2.000000000000000000e+00, 1.344569421619705718e-01
6.338013741767829501e+00, -1.477878885430061295e+01, -1.430197045057300794e-03, 2.000000000000000000e+00, 2.626163683271979243e-01
6.266880848619559075e+00, -1.477878885430061118e+01, -8.368900873260429543e-03, 2.000000000000000000e+00, 3.888389264268026779e-01
6.197120986739360404e+00, -1.477878885430061295e+01, -1.909188979323089147e-02, 2.000000000000000000e+00, 5.134652470655552969e-01
6.128118167851875242e+00, -1.477878885430061295e+01, -3.000244503261212392e-02, 2.000000000000000000e+00, 6.368198007681353801e-01
6.059464997710062306e+00, -1.477878885430061295e+01, -3.955640206731765585e-02, 2.000000000000000000e+00, 7.592144007174654874e-01
5.990950848655922201e+00, -1.477878885430061651e+01, -4.721376807287896993e-02, 2.000000000000000000e+00, 8.809514340386629394e-01
5.922368232185073467e+00, -1.477878885430061473e+01, -5.180379378829141207e-02, 2.000000000000000000e+00, 1.002326894541174962e+00
5.853713855630381602e+00, -1.477878885430061295e+01, -5.423364172603763189e-02, 2.000000000000000000e+00, 1.123633282579136639e+00
5.784893100110836350e+00, -1.477878885430061118e+01, -5.500184561419629858e-02, 2.000000000000000000e+00, 1.245162432916468109e+00
5.715778661032025809e+00, -1.477878885430061473e+01, -5.433679184204372875e-02, 2.000000000000000000e+00, 1.367208328924608196e+00
5.646231434139735050e+00, -1.477878885430061473e+01, -5.221458951022493050e-02, 2.000000000000000000e+00, 1.490069960957262296e+00
5.576115761521971415e+00, -1.477878885430061473e+01, -4.848040782446336877e-02, 2.000000000000000000e+00, 1.614054288311943308e+00
5.505348407026628976e+00, -1.477878885430061295e+01, -4.240251219203336475e-02, 2.000000000000000000e+00, 1.739479367887511785e+00
5.434090726064678023e+00, -1.477878885430061118e+01, -3.199465589003996219e-02, 2.000000000000000000e+00, 1.866677718683701803e+00
5.379039241470533916e+00, -1.477878885430061295e+01, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
5.439015514509401683e+00, -1.477878885430061118e+01, 3.296700911188672756e-02, 2.000000000000000000e+00, 2.133322281316297975e+00
5.510017800828058476e+00, -1.477878885430061295e+01, 4.279787975724641536e-02, 2.000000000000000000e+00, 2.260520632112488215e+00
5.580472112610348923e+00, -1.477878885430061295e+01, 4.865029848780545035e-02, 2.000000000000000000e+00, 2.385945711688056914e+00
5.650272240805685797e+00, -1.477878885430061295e+01, 5.215593105133348173e-02, 2.000000000000000000e+00, 2.509930039042737704e+00
5.719497531928192657e+00, -1.477878885430061295e+01, 5.419027863722924998e-02, 2.000000000000000000e+00, 2.632791671075391804e+00
5.788287625325583718e+00, -1.477878885430061295e+01, 5.511875941047447020e-02, 2.000000000000000000e+00, 2.754837567083531891e+00
5.856792258784045302e+00, -1.477878885430061295e+01, 5.508392128141608585e-02, 2.000000000000000000e+00, 2.876366717420863139e+00
5.925163406356324991e+00, -1.477878885430061295e+01, 5.401945987914053005e-02, 2.000000000000000000e+00, 2.997673105458825038e+00
5.993553825358723053e+00, -1.477878885430061295e+01, 5.207317166468056896e-02, 2.000000000000000000e+00, 3.119048565961336728e+00
6.062107722475983174e+00, -1.477878885430061295e+01, 4.901168897842492211e-02, 2.000000000000000000e+00, 3.240785599282534513e+00
6.130962092184605083e+00, -1.477878885430061295e+01, 4.466189247485868874e-02, 2.000000000000000000e+00, 3.363180199231864620e+00
6.200230366136118221e+00, -1.477878885430061473e+01, 3.860224028150240766e-02, 2.000000000000000000e+00, 3.486534752934444370e+00
6.270013159913729872e+00, -1.477878885430061473e+01, 3.051767774260618835e-02, 2.000000000000000000e+00, 3.611161073573197378e+00
6.340431043806423084e+00, -1.477878885430061118e+01, 2.034963378926256047e-02, 2.000000000000000000e+00, 3.737383631672802409e+00
6.411631889130339879e+00, -1.477878885430061295e+01, 8.138554494476514523e-03, 2.000000000000000000e+00, 3.865543057838029206e+00
6.483494076329668232e+00, -1.477878885430061295e+01, -1.010576154393781449e-02, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,32
# nx,ny,nz,area
-1.152507793485235826e-01, -1.980499207353904334e-02, -9.931389732300938133e-01, 7.624780967872799575e-01
-2.892166315193698666e-03, -7.989797778604146522e-04, -9.999954984925282231e-01, 7.528633656059318113e-01
9.707001084267410929e-02, 1.748248778213013638e-02, -9.951240001205632346e-01, 7.419875410353578005e-01
1.518678572948286010e-01, 2.825078397901025981e-02, -9.879969874069701730e-01, 7.329145311811039454e-01
1.561109438461560084e-01, 2.914209530906764975e-02, -9.873095317540793170e-01, 7.254656328145119293e-01
1.377911307064627056e-01, 2.504971213741400901e-02, -9.901444925971497613e-01, 7.197229652354395490e-01
1.110522535356945756e-01, 1.872730927131308412e-02, -9.936381055857813616e-01, 7.157401346042300272e-01
6.677559143042502421e-02, 7.691874037533436882e-03, -9.977383702468838322e-01, 7.135110708899446985e-01
3.537031864995960478e-02, -5.323404938130855447e-04, -9.993741327311804756e-01, 7.130885517461944545e-01
1.116140374987606085e-02, -7.179063594455225780e-03, -9.999119381786774063e-01, 7.144322046267460591e-01
-9.621223763938488785e-03, -1.314998678147604599e-02, -9.998672461386717281e-01, 7.175130204204275275e-01
-3.049460457257768473e-02, -1.941454564126426918e-02, -9.993463636345034651e-01, 7.223823426004457593e-01
-5.316338664686837828e-02, -2.651050562964930163e-02, -9.982338640877177482e-01, 7.290984020770308049e-01
-8.551179312630155516e-02, -3.705676497962258342e-02, -9.956477938536144601e-01, 7.377862642634336332e-01
-1.442910918588551639e-01, -5.698651343525424490e-02, -9.878930195606572262e-01, 7.487297820634384315e-01
-4.942810231627309814e-01, -1.799035797938773606e-01, -8.504827876674234677e-01, 6.719034131519983077e-01
-4.744582686018669615e-01, -1.726886871725582251e-01, 8.631731973815782721e-01, 7.212484105558092384e-01
-1.369466424061897836e-01, -5.445114016539381874e-02, 9.890807300055743934e-01, 7.451503905950638273e-01
-8.272775478663324522e-02, -3.611343643491099487e-02, 9.959176363017298028e-01, 7.343236142576468062e-01
-5.014431409089878389e-02, -2.551646178896293388e-02, 9.984159744025161709e-01, 7.256848222810985405e-01
-2.936934594317809621e-02, -1.902868704568174210e-02, 9.993874877084401032e-01, 7.190088296185859207e-01
-1.349469899104339433e-02, -1.427573496222406951e-02, 9.998070296264323087e-01, 7.141888304953547539e-01
5.085245789191647752e-04, -1.026268181420084136e-02, 9.999472079888683806e-01, 7.111254399371709223e-01
